address,bedroom_count,district,epc_score,habitable_surface,immo_status,immocode,land_surface,municipality,plot_area,postalcode,price,price_per_sqmeter,province,region,room_count,subtype,type
None  None,3,21000,C,150,FOR_SALE,10224231,,WOLUWE-SAINT-PIERRE,150,1150,595000,3967,400001,4000,4,APARTMENT,APARTMENT
Dynastielaan  25,4,38000,B,145,FOR_SALE,10590384,,De Panne,145,8660,748000,5159,30000,2000,5,APARTMENT,APARTMENT
None  None,2,31000,E,78,FOR_SALE,10585353,,Knokke-Heist,78,8300,749000,9603,30000,2000,3,APARTMENT,APARTMENT
None  None,2,31000,B,86,FOR_SALE,10633240,,Knokke-Heist,86,8300,750000,8721,30000,2000,3,APARTMENT,APARTMENT
None  None,3,21000,F,196,FOR_SALE,10656957,,Uccle,196,1180,775000,3954,400001,4000,4,APARTMENT,APARTMENT
None  None,2,21000,D,117,FOR_SALE,10664246,,Ixelles,117,1050,790000,6752,400001,4000,3,DUPLEX,APARTMENT
None  None,3,31000,B,98,FOR_SALE,10294727,,Knokke-Heist,98,8300,1090000,11122,30000,2000,4,DUPLEX,APARTMENT
Zeedijk-Albertstrand  551,2,31000,F,72,FOR_SALE,10676533,,Knokke-Heist,72,8300,1175000,16319,30000,2000,3,APARTMENT,APARTMENT
None  None,2,11002,E,222,FOR_SALE,10641369,,Schilde,222,2970,1180000,5315,11002,2000,3,PENTHOUSE,APARTMENT
None  None,3,11002,E,200,FOR_SALE,10215533,,11002,200,2000,1280000,6400,11002,2000,4,PENTHOUSE,APARTMENT
None  None,3,31000,F,146,FOR_SALE,10622459,,Knokke-Heist,146,8300,1350000,9247,30000,2000,4,DUPLEX,APARTMENT
"Tijdokstraat  8,0101",2,31000,B,81,FOR_SALE,10697591,,Zeebrugge,81,8380,254000,3136,30000,2000,3,APARTMENT,APARTMENT
Mandekensstraat  180,3,42000,D,130,FOR_SALE,10698185,,Dendermonde,130,9200,335000,2577,40000,2000,4,DUPLEX,APARTMENT
Boulevard Guillaume Van Haelen - Guillaume Van Haelenlaan  139,0,21000,D,42,FOR_SALE,10685199,,Forest,42,1190,189000,4500,400001,4000,1,FLAT_STUDIO,APARTMENT
Christinastraat  131,2,35013,E,68,FOR_SALE,10700042,,35013e,68,8400,249000,3662,30000,2000,3,APARTMENT,APARTMENT
Parkdreef  None,1,21000,B,75,FOR_SALE,10705282,,Bruxelles,75,1000,309000,4120,400001,4000,2,APARTMENT,APARTMENT
"De Roest d'Alkemadelaan  2,8L",3,11002,C,103,FOR_SALE,10585888,,11002en Berchem,103,2600,299500,2908,11002,2000,4,APARTMENT,APARTMENT
None  None,2,21000,D,105,FOR_SALE,9997323,,Schaerbeek,105,1030,300000,2857,400001,4000,3,APARTMENT,APARTMENT
Sint Laureisstraat  144,1,11002,B,80,FOR_SALE,10574198,,11002en 1,80,2018,300000,3750,11002,2000,2,APARTMENT,APARTMENT
Rue Colonel Bourg  135,1,21000,D,91,FOR_SALE,10622391,,Evere,91,1140,302000,3319,400001,4000,2,APARTMENT,APARTMENT
Kustlaan  339,3,31000,E,184,FOR_SALE,10551848,,Knokke-Heist,184,8300,2990000,16250,30000,2000,4,DUPLEX,APARTMENT
Verbindingsdok-Westkaai  26,3,11002,D,378,FOR_SALE,10644279,,11002,378,2000,3155000,8347,11002,2000,4,PENTHOUSE,APARTMENT
Quai de Rome  108,3,62000,A,125,FOR_SALE,10705890,,62000,125,4000,386000,3088,62000,3000,4,APARTMENT,APARTMENT
Quai de Rome  108,2,62000,A,125,FOR_SALE,10705882,,62000,125,4000,388000,3104,62000,3000,3,APARTMENT,APARTMENT
Quai de Rome  108,2,62000,A,125,FOR_SALE,10705889,,62000,125,4000,391000,3128,62000,3000,3,APARTMENT,APARTMENT
Quai de Rome  108,3,62000,A,125,FOR_SALE,10705885,,62000,125,4000,391000,3128,62000,3000,4,APARTMENT,APARTMENT
Westendelaan  12,2,35013,C,87,FOR_SALE,10498654,,Middelkerke,87,8430,355000,4080,30000,2000,3,APARTMENT,APARTMENT
Tolpoortstraat  155,3,44000,E,142,FOR_SALE,10663073,,Deinze,142,9800,355000,2500,40000,2000,4,APARTMENT,APARTMENT
Gitschotellei  120,3,11002,B,125,FOR_SALE,10303918,,11002,125,2600,359000,2872,11002,2000,4,PENTHOUSE,APARTMENT
Nieuwpoortsesteenweg  263,1,35013,F,37,FOR_SALE,10611187,,35013e,37,8400,149000,4027,30000,2000,2,GROUND_FLOOR,APARTMENT
Oordegemstraat  52,1,41000,B,85,FOR_SALE,10562760,,Vlierzele,85,9520,149000,1753,40000,2000,1,DUPLEX,APARTMENT
Noordlaan  21,2,36000,F,113,FOR_SALE,10580358,,Roeselare,113,8800,150000,1327,30000,2000,3,APARTMENT,APARTMENT
None  None,1,62000,B,83,FOR_SALE,10460783,,62000,83,4000,215000,2590,62000,3000,2,GROUND_FLOOR,APARTMENT
None  None,1,62000,B,83,FOR_SALE,10460782,,62000,83,4000,215000,2590,62000,3000,2,PENTHOUSE,APARTMENT
None  None,1,62000,B,83,FOR_SALE,10460779,,62000,83,4000,215000,2590,62000,3000,2,APARTMENT,APARTMENT
Rue Tramaka  10,2,92000,B,80,FOR_SALE,10630951,,SEILLES,80,5300,215000,2688,90000,3000,3,APARTMENT,APARTMENT
None  None,4,34000,B,,FOR_SALE,10339863,,Deerlijk,96,8540,378500,3943,30000,2000,5,APARTMENT_GROUP,APARTMENT_GROUP
Kerkstraat  121,0,31000,D,,FOR_SALE,10327058,,Blankenberge,100,8370,345750,3458,30000,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Boulevard du Triomphe  201,3,21000,D,,FOR_SALE,9527433,,Auderghem,124,1160,591500,4770,400001,4000,4,APARTMENT_GROUP,APARTMENT_GROUP
None  None,0,25072,E,,FOR_SALE,10361581,,Louvain-La-Neuve,114,1348,592000,5193,20002,3000,1,APARTMENT_GROUP,APARTMENT_GROUP
Dendermondsesteenweg  192,1,12000,B,,FOR_SALE,10607032,,Willebroek,,2830,259000,1627,11002,2000,2,GROUND_FLOOR,APARTMENT
Waldamkaai  1,1,44000,E,45,FOR_SALE,10540739,,Gent,45,9000,259000,5756,40000,2000,2,FLAT_STUDIO,APARTMENT
Frans Thirrystraat  16,2,23000,E,69,FOR_SALE,10415226,,Zellik,69,1731,75000,1087,20001,2000,3,APARTMENT,APARTMENT
Féronstrée  14,2,62000,B,105,FOR_SALE,10624599,,62000,105,4000,210000,2000,62000,3000,3,APARTMENT,APARTMENT
None  None,0,21000,D,45,FOR_SALE,10605068,,Uccle,45,1180,215000,4778,400001,4000,1,FLAT_STUDIO,APARTMENT
None  None,1,21000,D,48,FOR_SALE,10669807,,Forest,48,1190,215000,4479,400001,4000,2,APARTMENT,APARTMENT
Bekaertplein  9,1,34000,B,60,FOR_SALE,10470821,,Anzegem,60,8570,218000,3633,30000,2000,2,APARTMENT,APARTMENT
None  None,3,21000,C,244,FOR_SALE,10679921,,BRUXELLES,244,1000,795000,3258,400001,4000,4,APARTMENT,APARTMENT
Aarschotsebaan  48,2,12000,D,131,FOR_SALE,10697565,,Berlaar,131,2590,199000,1519,11002,2000,3,APARTMENT,APARTMENT
Rue des Palmiers  29,0,21000,D,25,FOR_SALE,10699195,,WOLUWE-SAINT-PIERRE,25,1150,215000,8600,400001,4000,1,FLAT_STUDIO,APARTMENT
Provinciale baan  45,1,42000,B,81,FOR_SALE,10697871,,Dendermonde,81,9200,225000,2778,40000,2000,2,APARTMENT,APARTMENT
Groot Bijgaarden Straat  68,2,23000,C,84,FOR_SALE,10618094,,Sint-Pieters-Leeuw,84,1600,285000,3393,20001,2000,3,APARTMENT,APARTMENT
Rue du Sart-Tilman  360,2,62000,A,80,FOR_SALE,10632482,,SART-TILMAN,80,4031,285000,3562,62000,3000,3,APARTMENT,APARTMENT
Abeelseweg  183,1,33000,D,153,FOR_SALE,10666073,,Poperinge,153,8970,285000,1863,30000,2000,2,PENTHOUSE,APARTMENT
Coupure Rechts  628,1,44000,C,55,FOR_SALE,10673027,,Gent,55,9000,285000,5182,40000,2000,2,APARTMENT,APARTMENT
None  None,2,21000,F,120,FOR_SALE,10651069,,Woluwe-Saint-Lambert,120,1200,475000,3958,400001,4000,3,PENTHOUSE,APARTMENT
Schapulierstraat  14,1,23000,C,117,FOR_SALE,10649614,,Vilvoorde,117,1800,475000,4060,20001,2000,2,LOFT,APARTMENT
Gespstraat  68,3,21000,E,180,FOR_SALE,10671629,,Anderlecht,180,1070,489000,2717,400001,4000,4,LOFT,APARTMENT
None  None,2,21000,B,117,FOR_SALE,10667691,,Woluwe-Saint-Pierre,117,1150,495000,4231,400001,4000,3,APARTMENT,APARTMENT
None  None,3,21000,F,134,FOR_SALE,10431355,,Uccle,134,1180,495000,3694,400001,4000,4,APARTMENT,APARTMENT
Zandstraat  37,2,71000,E,94,FOR_SALE,10617575,,Ham,94,3945,252000,2681,70000,2000,3,GROUND_FLOOR,APARTMENT
Zandstraat  37,2,71000,C,94,FOR_SALE,10617574,,Ham,94,3945,252000,2681,70000,2000,3,APARTMENT,APARTMENT
None  None,2,55040,C,106,FOR_SALE,10391891,,Écaussinnes,106,7190,256565,2420,50000,3000,3,APARTMENT,APARTMENT
Kraagweg  45-57,2,12000,C,90,FOR_SALE,9765902,,Willebroek,90,2830,264000,2933,11002,2000,3,APARTMENT,APARTMENT
Molenbergstraat  37,2,11002,C,79,FOR_SALE,10509828,,Zwijndrecht,79,2070,260000,3291,11002,2000,2,APARTMENT,APARTMENT
Adelaarstraat  17,2,11002,D,85,FOR_SALE,10600184,,11001,85,2170,260000,3059,11002,2000,3,APARTMENT,APARTMENT
Muidepoort  36,2,44000,E,108,FOR_SALE,10663279,,Gent,108,9000,260000,2407,40000,2000,3,APARTMENT,APARTMENT
None  None,1,21000,C,54,FOR_SALE,10643320,,Ixelles,54,1050,265000,4907,400001,4000,2,APARTMENT,APARTMENT
Blekerijstraat  111,3,31000,E,,FOR_SALE,10601659,,Assebroek,,8310,1195000,1102,30000,2000,14,PENTHOUSE,APARTMENT
Avenue du Prince d'Orange  44,4,21000,B,320,FOR_SALE,10376902,,Uccle,320,1180,1950000,6094,400001,4000,5,APARTMENT,APARTMENT
RUE DE HERVE  219,1,62000,B,43,FOR_SALE,10695179,,62000 Grivegnée,43,4030,98000,2279,62000,3000,2,APARTMENT,APARTMENT
RUE DE HERVE  219,1,62000,B,43,FOR_SALE,10695178,,62000 Grivegnée,43,4030,98000,2279,62000,3000,2,APARTMENT,APARTMENT
Rue de Chénu  18,2,55040,C,84,FOR_SALE,10696678,,Ronquieres,84,7090,197000,2345,50000,3000,1,APARTMENT,APARTMENT
None  None,3,21000,F,118,FOR_SALE,10643319,,Ixelles,118,1050,465000,3941,400001,4000,4,APARTMENT,APARTMENT
None  None,3,21000,E,135,FOR_SALE,10541299,,Bruxelles,135,1000,475000,3519,400001,4000,4,APARTMENT,APARTMENT
None  None,3,21000,B,110,FOR_SALE,10652526,,Etterbeek,110,1040,475000,4318,400001,4000,4,APARTMENT,APARTMENT
None  None,2,21000,D,120,FOR_SALE,10645538,,Ixelles,120,1050,475000,3958,400001,4000,3,DUPLEX,APARTMENT
None  None,1,21000,B,57,FOR_SALE,10660313,,Anderlecht,57,1070,158000,2772,400001,4000,2,APARTMENT,APARTMENT
Lange Leemstraat  144,1,11002,B,63,FOR_SALE,10670872,,11002,63,2018,159000,2524,11002,2000,2,APARTMENT,APARTMENT
Oude Zandstraat  34,1,46000,D,71,FOR_SALE,10528943,,Beveren,71,9120,162500,2289,40000,2000,2,SERVICE_FLAT,APARTMENT
Breughelpark  17,2,23000,B,73,FOR_SALE,10640231,,Zellik,73,1731,165000,2260,20001,2000,3,APARTMENT,APARTMENT
Rue Colonel Bourg  135,2,21000,C,94,FOR_SALE,10565949,,Evere,94,1140,362000,3851,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,F,79,FOR_SALE,10643324,,Ixelles,79,1050,365000,4620,400001,4000,3,TRIPLEX,APARTMENT
None  None,2,11002,E,135,FOR_SALE,10537043,,11002,135,2050,595000,4407,11002,2000,3,APARTMENT,APARTMENT
Lippenslaan  336,2,31000,C,75,FOR_SALE,10381213,,Knokke,75,8300,595000,7933,30000,2000,3,APARTMENT,APARTMENT
None  None,2,21000,C,117,FOR_SALE,10587014,,Ixelles,117,1050,790000,6752,400001,4000,3,DUPLEX,APARTMENT
Zeedijk-Knokke  501,2,31000,B,75,FOR_SALE,10488825,,Knokke,75,8300,1350000,18000,30000,2000,3,APARTMENT,APARTMENT
None  None,2,31000,B,75,FOR_SALE,10486188,,Knokke-Heist,75,8300,1350000,18000,30000,2000,3,APARTMENT,APARTMENT
None  None,3,21000,D,153,FOR_SALE,10537165,,Ixelles,153,1050,1390000,9085,400001,4000,6,APARTMENT,APARTMENT
Koningslaan  234,3,31000,E,122,FOR_SALE,10629400,,Knokke,122,8300,1395000,11434,30000,2000,4,APARTMENT,APARTMENT
None  None,2,31000,B,95,FOR_SALE,10481563,,Knokke-Heist,95,8300,1475000,15526,30000,2000,3,PENTHOUSE,APARTMENT
Meersstraat  138,1,44000,C,69,FOR_SALE,10702282,,Gent,69,9000,340500,4935,40000,2000,2,GROUND_FLOOR,APARTMENT
Meersstraat  138,2,44000,C,100,FOR_SALE,10702281,,Gent,100,9000,418300,4183,40000,2000,3,GROUND_FLOOR,APARTMENT
Meersstraat  138,2,44000,D,114,FOR_SALE,10702280,,Gent,114,9000,461300,4046,40000,2000,3,GROUND_FLOOR,APARTMENT
Meersstraat  138,3,44000,B,130,FOR_SALE,10702285,,Gent,130,9000,549150,4224,40000,2000,4,DUPLEX,APARTMENT
Parkdreef  None,2,21000,B,98,FOR_SALE,10705281,,Bruxelles,98,1000,367000,3745,400001,4000,3,APARTMENT,APARTMENT
Cassiersstraat  10,2,31000,E,84,FOR_SALE,10705568,,Knokke-Heist,84,8300,665000,7917,30000,2000,3,APARTMENT,APARTMENT
Laarbeeklaan  79 9,2,23000,C,104,FOR_SALE,10703349,,Zellik,104,1731,150000,1442,20001,2000,3,APARTMENT,APARTMENT
Leernsesteenweg  160,2,44000,B,94,FOR_SALE,10692274,,Bachte-Maria-Leerne,94,9800,345000,3670,40000,2000,3,APARTMENT,APARTMENT
Bouwhandelstraat  11,3,11002,B,98,FOR_SALE,10662740,,11001,98,2140,309000,3153,11002,2000,4,APARTMENT,APARTMENT
None  None,1,21000,D,75,FOR_SALE,10488122,,Brussels City,75,1000,310000,4133,400001,4000,2,APARTMENT,APARTMENT
"Place du Bourgmestre Jean-Louis Thys  1,6",3,21000,C,110,FOR_SALE,10368079,,Jette,110,1090,310000,2818,400001,4000,4,APARTMENT,APARTMENT
None  None,1,21000,F,53,FOR_SALE,10448208,,Bruxelles,53,1000,315000,5943,400001,4000,2,APARTMENT,APARTMENT
Palinghuizen  11,2,44000,F,84,FOR_SALE,10598429,,Gent,84,9000,315000,3750,40000,2000,3,APARTMENT,APARTMENT
None  None,5,21000,B,457,FOR_SALE,9974208,,Uccle,457,1180,3250000,7112,400001,4000,6,APARTMENT,APARTMENT
None  None,3,21000,D,305,FOR_SALE,8900713,,Ixelles,305,1050,3297000,10810,400001,4000,4,APARTMENT,APARTMENT
Albertplein  15,3,31000,F,163,FOR_SALE,10675118,,Knokke-Zoute,163,8300,4295000,26350,30000,2000,4,APARTMENT,APARTMENT
None  None,2,44000,B,146,FOR_SALE,10698789,,Vinkt,146,9800,368180,2522,40000,2000,3,APARTMENT,APARTMENT
Quai de Rome  108,3,62000,A,125,FOR_SALE,10705888,,62000,125,4000,394000,3152,62000,3000,4,APARTMENT,APARTMENT
Quai de Rome  108,2,62000,A,120,FOR_SALE,10705884,,62000,120,4000,395000,3292,62000,3000,3,APARTMENT,APARTMENT
Van Luppenstraat  22,1,11002,C,70,FOR_SALE,10634586,,11002,70,2018,369000,5271,11002,2000,2,GROUND_FLOOR,APARTMENT
Route du Condroz  None,3,62000,B,121,FOR_SALE,9717015,,Boncelles,121,4100,416000,3438,62000,3000,4,APARTMENT,APARTMENT
Beverestraat  26,2,45000,E,114,FOR_SALE,9906016,,Oudenaarde,114,9700,433500,3803,40000,2000,3,APARTMENT,APARTMENT
Beverestraat  26,2,45000,B,114,FOR_SALE,9906003,,Oudenaarde,114,9700,433500,3803,40000,2000,3,APARTMENT,APARTMENT
"Neerstraat  6, 0201",2,34000,C,,FOR_SALE,10306964,,Avelgem,,8580,155000,948,30000,2000,3,APARTMENT,APARTMENT
Rue Saint-Martin  43 (n°4),1,92000,C,55,FOR_SALE,10644826,,Namur,55,5000,157000,2855,90000,3000,2,APARTMENT,APARTMENT
Rue De La Station  59,3,62000,C,112,FOR_SALE,10638781,,62096 ( entité Jemeppe),112,4101,158000,1411,62000,3000,5,APARTMENT,APARTMENT
Groendreef  14,1,21000,C,41,FOR_SALE,10578248,,Brussels City,41,1000,159000,3878,400001,4000,2,FLAT_STUDIO,APARTMENT
Gustaaf Papestraat  86,1,41000,E,76,FOR_SALE,10653527,,Aalst,76,9300,160000,2105,40000,2000,2,APARTMENT,APARTMENT
"Rumbeeksesteenweg  70,",2,36000,B,76,FOR_SALE,10640503,,Roeselare,76,8800,215000,2829,30000,2000,3,APARTMENT,APARTMENT
Rue Tramaka  10,2,92000,B,87,FOR_SALE,10630941,,SEILLES,87,5300,217500,2500,90000,3000,3,APARTMENT,APARTMENT
Rue De Rotheux  262,2,62000,B,99,FOR_SALE,10625819,,62096,99,4100,219000,2212,62000,3000,3,APARTMENT,APARTMENT
"Acacialaan  2,0202",2,35013,B,75,FOR_SALE,10547019,,35013e,75,8400,225000,3000,30000,2000,3,APARTMENT,APARTMENT
Koninginnelaan  2,2,35013,B,75,FOR_SALE,10527019,,Middelkerke,75,8430,225000,3000,30000,2000,3,APARTMENT,APARTMENT
None  None,1,92000,E,,FOR_SALE,9691920,,Bouge,110,5004,398500,3623,90000,3000,2,APARTMENT_GROUP,APARTMENT_GROUP
Rue de Lillois  8,3,25072,C,,FOR_SALE,10674245,,Braine-l'Alleud,128,1420,476500,3723,20002,3000,4,APARTMENT_GROUP,APARTMENT_GROUP
Rue de Lillois  8,3,25072,E,,FOR_SALE,10674236,,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,128,1421,476500,3723,20002,3000,4,APARTMENT_GROUP,APARTMENT_GROUP
None  None,4,44000,E,,FOR_SALE,9152629,,Gent,158,9000,855250,5413,40000,2000,5,APARTMENT_GROUP,APARTMENT_GROUP
"Abeeldreef  2,A",2,37000,E,139,FOR_SALE,10626431,,Meulebeke,139,8760,268000,1928,30000,2000,3,APARTMENT,APARTMENT
Rue du Craetveld  135,2,21000,D,80,FOR_SALE,10522412,,Bruxelles,80,1120,269000,3362,400001,4000,3,APARTMENT,APARTMENT
Brederodestraat  52,3,11002,B,135,FOR_SALE,10611723,,11002,135,2018,269900,1999,11002,2000,4,DUPLEX,APARTMENT
Rue René Declercq  28,2,21000,E,74,FOR_SALE,10662716,,WOLUWE-SAINT-PIERRE,74,1150,275000,3716,400001,4000,3,DUPLEX,APARTMENT
None  None,2,21000,D,103,FOR_SALE,10614831,,Forest,103,1190,315000,3058,400001,4000,3,APARTMENT,APARTMENT
None  None,3,34000,D,122,FOR_SALE,10600563,,Kortrijk,122,8500,325000,2664,30000,2000,4,APARTMENT,APARTMENT
Hickendorfdreef  6a,2,11002,E,130,FOR_SALE,10557457,,Malle,130,2390,329000,2531,11002,2000,3,APARTMENT,APARTMENT
None  None,3,21000,F,165,FOR_SALE,9960403,,Forest,165,1190,495000,3000,400001,4000,4,APARTMENT,APARTMENT
"Generaal Belliardstraat  9,402",2,11002,B,163,FOR_SALE,10582498,,11002,163,2000,499000,3061,11002,2000,3,PENTHOUSE,APARTMENT
Charles de Kerchovelaan  301,3,44000,D,146,FOR_SALE,10638563,,Gent,146,9000,500000,3425,40000,2000,4,APARTMENT,APARTMENT
Spoorwegstraat  7-9,2,13000,D,106,FOR_SALE,10078646,,Balen,106,2490,275000,2594,11002,2000,3,GROUND_FLOOR,APARTMENT
rue d'Houdeng  28,2,55040,A,,FOR_SALE,9931678,,Le Roeulx,,7070,275000,1071,50000,3000,3,APARTMENT,APARTMENT
Korianderstraat  39,2,44000,F,88,FOR_SALE,10618795,,Evergem,88,9940,281570,3200,40000,2000,3,GROUND_FLOOR,APARTMENT
Kraagweg  45-57,2,12000,B,97,FOR_SALE,10487610,,Willebroek,97,2830,283000,2918,11002,2000,3,APARTMENT,APARTMENT
Sint-Amandsstraat  108-110,2,36000,D,93,FOR_SALE,10511796,,Roeselare,93,8800,265000,2849,30000,2000,3,APARTMENT,APARTMENT
Avenue Eugène Plasky  161,1,21000,E,76,FOR_SALE,10547446,,Schaerbeek,76,1030,267000,3513,400001,4000,2,APARTMENT,APARTMENT
Kortrijksesteenweg  327,2,34000,E,113,FOR_SALE,10478268,,Harelbeke,113,8530,268000,2372,30000,2000,3,APARTMENT,APARTMENT
Quai de Rome  59,2,62000,B,82,FOR_SALE,10519897,,Liege,82,4000,269000,3280,62000,3000,3,APARTMENT,APARTMENT
Koningsstraat  14,2,35013,C,227,FOR_SALE,10422199,,35013e,227,8400,475000,2093,30000,2000,3,GROUND_FLOOR,APARTMENT
None  None,2,21000,D,120,FOR_SALE,10613254,,BRUXELLES,120,1000,480000,4000,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,D,180,FOR_SALE,10321581,,Bruxelles,180,1000,480000,2667,400001,4000,3,LOFT,APARTMENT
None  None,2,21000,C,180,FOR_SALE,10319970,,Schaerbeek,180,1030,480000,2667,400001,4000,3,LOFT,APARTMENT
Rue de Rotheux  327,1,62000,B,60,FOR_SALE,10645618,,62096,60,4100,165000,2750,62000,3000,2,APARTMENT,APARTMENT
None  None,3,52000,C,104,FOR_SALE,10583860,,Charleroi,104,6000,165000,1587,50000,3000,4,APARTMENT,APARTMENT
None  None,3,52000,C,104,FOR_SALE,10568459,,Gosselies,104,6041,165000,1587,50000,3000,4,APARTMENT,APARTMENT
"Square de la Demi Lune  3,05",1,51004,A,50,FOR_SALE,10608015,,51004,50,7800,165000,3300,50000,3000,2,APARTMENT,APARTMENT
Kerkstraat  21,3,35013,E,130,FOR_SALE,9552550,,Gistel,130,8470,365000,2808,30000,2000,4,APARTMENT,APARTMENT
Dienstweg Havengeul  22,2,38000,B,78,FOR_SALE,10624795,,Nieuwpoort,78,8620,595000,7628,30000,2000,3,APARTMENT,APARTMENT
Albert Pinotweg  5,4,38000,B,155,FOR_SALE,10510532,,Nieuwpoort,155,8620,595000,3839,30000,2000,5,DUPLEX,APARTMENT
Rue Blanche  13,2,21000,F,161,FOR_SALE,10336665,,Ixelles,161,1050,597500,3711,400001,4000,3,DUPLEX,APARTMENT
Rue Blanche  13,2,21000,B,161,FOR_SALE,10099623,,Ixelles,161,1050,597500,3711,400001,4000,3,DUPLEX,APARTMENT
None  None,3,21000,D,150,FOR_SALE,10372241,,Uccle,150,1180,790000,5267,400001,4000,4,GROUND_FLOOR,APARTMENT
Koningslaan  139,3,31000,D,83,FOR_SALE,10676514,,Knokke-Heist,83,8300,795000,9578,30000,2000,4,DUPLEX,APARTMENT
None  None,2,31000,E,85,FOR_SALE,10494755,,Knokke-Heist,85,8300,795000,9353,30000,2000,3,DUPLEX,APARTMENT
Spoorwegstraat  33,2,35013,D,262,FOR_SALE,10560544,,35013e,262,8400,795000,3034,30000,2000,3,APARTMENT,APARTMENT
None  None,2,21000,B,160,FOR_SALE,10661482,,Bruxelles,160,1000,1537000,9606,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,C,160,FOR_SALE,8904405,,Ixelles,160,1050,1537000,9606,400001,4000,3,APARTMENT,APARTMENT
"Kardinaal Mercierlaan  41,",3,35013,D,242,FOR_SALE,10540789,,De Haan,242,8420,1550000,6405,30000,2000,4,APARTMENT,APARTMENT
None  None,3,21000,F,238,FOR_SALE,10644493,,Ixelles,238,1050,1595000,6702,400001,4000,4,APARTMENT,APARTMENT
Meersstraat  138,3,44000,B,146,FOR_SALE,10702284,,Gent,146,9000,601900,4123,40000,2000,4,DUPLEX,APARTMENT
Meersstraat  138,3,44000,B,154,FOR_SALE,10702283,,Gent,154,9000,621375,4035,40000,2000,4,DUPLEX,APARTMENT
Quai de Rome  108,0,62000,A,51,FOR_SALE,10705899,,62000,51,4000,167000,3275,62000,3000,1,FLAT_STUDIO,APARTMENT
Quai de Rome  108,0,62000,A,51,FOR_SALE,10705893,,62000,51,4000,168000,3294,62000,3000,1,FLAT_STUDIO,APARTMENT
Meierie  16,1,34000,F,68,FOR_SALE,10706934,,Desselgem,68,8792,197000,2897,30000,2000,2,APARTMENT,APARTMENT
Leernsesteenweg  160,2,44000,F,98,FOR_SALE,10692273,,Bachte-Maria-Leerne,98,9800,359000,3663,40000,2000,3,APARTMENT,APARTMENT
Leernsesteenweg  160,2,44000,B,104,FOR_SALE,10692272,,Bachte-Maria-Leerne,104,9800,379000,3644,40000,2000,3,APARTMENT,APARTMENT
Brouwerijstraat  1,2,31000,E,108,FOR_SALE,10602039,,Sijsele,108,8340,319000,2954,30000,2000,3,APARTMENT,APARTMENT
None  None,0,21000,F,56,FOR_SALE,10697913,,Ixelles,56,1050,408000,7286,400001,4000,1,FLAT_STUDIO,APARTMENT
None  None,0,21000,B,56,FOR_SALE,10697918,,Ixelles,56,1050,413000,7375,400001,4000,1,FLAT_STUDIO,APARTMENT
None  None,0,21000,B,56,FOR_SALE,10697921,,Ixelles,56,1050,418000,7464,400001,4000,1,FLAT_STUDIO,APARTMENT
None  None,2,21000,E,134,FOR_SALE,10697915,,Ixelles,134,1050,816000,6090,400001,4000,3,APARTMENT,APARTMENT
Quai de Rome  108,2,62000,A,125,FOR_SALE,10705887,,62000,125,4000,396000,3168,62000,3000,3,APARTMENT,APARTMENT
Quai de Rome  108,3,62000,A,125,FOR_SALE,10705880,,62000,125,4000,397000,3176,62000,3000,4,APARTMENT,APARTMENT
Quai de Rome  108,2,62000,A,124,FOR_SALE,10705883,,62000,124,4000,401000,3234,62000,3000,3,APARTMENT,APARTMENT
Kerkstraat  31,3,43000,B,116,FOR_SALE,10690053,,Lembeke,116,9971,292300,2520,40000,2000,4,APARTMENT,APARTMENT
None  None,2,25072,B,104,FOR_SALE,10656231,,Waterloo,104,1410,495000,4760,20002,3000,3,APARTMENT,APARTMENT
None  None,2,25072,B,117,FOR_SALE,10656228,,Waterloo,117,1410,530000,4530,20002,3000,3,APARTMENT,APARTMENT
Hoogledestraat  35,2,32000,C,153,FOR_SALE,9648935,,Kortemark,153,8610,530403,3467,30000,2000,3,PENTHOUSE,APARTMENT
None  None,3,25072,B,118,FOR_SALE,10654581,,Waterloo,118,1410,550000,4661,20002,3000,4,APARTMENT,APARTMENT
"Torhoutsesteenweg  315,",1,35013,C,67,FOR_SALE,10621732,,35013e,67,8400,165000,2463,30000,2000,2,APARTMENT,APARTMENT
Quai Godefroid Kurth  32 604,2,62000,B,92,FOR_SALE,10667732,,62000,92,4000,170000,1848,62000,3000,3,APARTMENT,APARTMENT
None  None,2,53053,C,70,FOR_SALE,10133315,,SAINT-GHISLAIN,70,7330,170000,2429,50000,3000,3,APARTMENT,APARTMENT
"Halve Maanstraat  1,0201",1,35013,E,,FOR_SALE,10649814,,Gistel,,8470,170000,1015,30000,2000,2,APARTMENT,APARTMENT
"Keizerstraat  1,",2,37000,E,79,FOR_SALE,10513182,,Kanegem,79,8700,225000,2848,30000,2000,3,APARTMENT,APARTMENT
Rue Tramaka  10,2,92000,B,98,FOR_SALE,10630952,,SEILLES,98,5300,227500,2321,90000,3000,3,APARTMENT,APARTMENT
None  None,1,21000,C,56,FOR_SALE,10669739,,Forest,56,1190,230000,4107,400001,4000,2,APARTMENT,APARTMENT
